prot1,prot2,str_score,protpep_score,str_max_score,red_score,ort_score,phy_score,coexp_score,go_score,total_score,final_score,Match,Match2
A6NJG6,A6NHT5,260.209,0.0,260.209,2.3768,0.0,1.5978,2.1077,0.89,1853.68,1853.68,True,True
O15169,O00233,2.4771,14.0753,14.0753,2.4090000000000003,0.0,2.013,1.5818,24.11,2603.08,2603.08,True,True
O15455,O00220,1.8315,3.67486,3.67486,0.9127,0.0,2.013,1.1757,181.01,1436.85,1436.85,True,True
O15530,O14492,33.1143,23.2116,33.1143,3.7695,0.6153,2.013,1.5818,24.11,5896.29,5896.29,True,True
A4D2G3,O60431,15.2533,0.0,15.2533,1.1877,5.2693,2.416,2.1077,5.86,2848.57,2848.57,True,True
O15066,A6NNZ2,45.9762,0.0,45.9762,0.0,0.6153,2.013,0.0,10.8,615.018,615.018,True,True
O15204,O75553,1.2265,10.4295,10.4295,0.5125,0.0,2.416,1.1757,69.61,1056.87,1056.87,True,True
O00483,O75306,0.0,0.0,0.0,0.0,0.0,1.5978,18.4426,69.61,2051.24,2051.24,True,True
A6NHT5,A8K0S8,260.209,0.0,260.209,3.7904,0.0,2.013,0.0,0.89,1767.02,1767.02,True,True
A6NM76,O43749,66.1952,0.0,66.1952,1.3730000000000002,5.2693,2.416,2.1077,5.86,14290.7,14290.7,True,True
O00555,O14512,1.5955,24.6378,24.6378,2.3254,0.0,2.416,3.9008,5.86,3164.08,3164.08,True,True
O00238,O15484,8.0633,4.39006,8.0633,2.0764,0.0,2.416,2.1077,69.61,5934.73,5934.73,True,True
O00294,O75386,199.672,0.0,199.672,0.0,0.0,0.0,1.1757,10.8,2535.34,2535.34,True,True
O00468,O14492,6.0007,15.8041,15.8041,0.0,0.0,2.416,2.7714,5.86,620.1030000000001,620.1030000000001,True,True
O14764,O43526,18.4132,3.84,18.4132,0.0,0.0,2.416,18.4426,5.86,4807.8,4807.8,True,True
O15303,O14543,1.02,23.2116,23.2116,0.0,0.0,2.416,1.1757,10.8,712.069,712.069,True,True
O00560,O00206,4.5731,11.7156,11.7156,0.0,0.0,2.013,5.6875,5.86,786.0089999999999,786.0089999999999,True,True
O00148,O60264,130.17,3.52956,130.17,2.3254,0.6153,2.013,9.4687,0.4,1420.01,1420.01,True,True
A6NP11,A8K8V0,130.17,0.0,130.17,0.0,5.5574,1.1933,1.1757,0.0,1014.91,1014.91,True,True
O14734,O00154,253.71599999999998,0.0,253.71599999999998,0.5125,0.0,2.013,5.6875,69.61,103628.0,103628.0,True,True
A6ND91,O15528,1.2142,0.0,1.2142,0.0,0.0,2.013,2.7714,181.01,1226.13,1226.13,True,True
O14964,O00505,7.7952,25.2717,25.2717,3.5815,0.6153,2.416,2.7714,5.86,2185.14,2185.14,True,True
O15431,O00214,0.0,0.0,0.0,0.0,0.0,2.416,9.4687,0.0,22.8764,21911.5,True,True
A6NDL8,O60431,19.5858,0.0,19.5858,1.1877,5.2693,2.416,2.1077,5.86,3657.67,3657.67,True,True
B4DU55,B4DU55,99.2027,0.0,99.2027,0.0,5.5574,2.416,0.0,0.0,1331.96,1331.96,True,True
O43364,O60934,1.8315,3.3980900000000003,3.3980900000000003,2.4090000000000003,0.0,2.416,1.1757,69.61,1618.59,1618.59,True,True
O14641,O15230,4.5731,6.7087,6.7087,0.0,0.0,2.416,5.6875,24.11,2222.56,2222.56,True,True
O14640,O00755,0.0,0.0,0.0,0.0,13.3811,2.416,2.7714,105.17,9422.8,9422.8,True,True
O43187,O00206,4.5731,4.0871,4.5731,1.7092,0.6153,2.416,2.1077,105.17,2575.66,4641470.0,True,True
O43318,A6NI28,25.2364,0.0,25.2364,0.0,9.7902,2.416,3.9008,0.0,2328.46,2328.46,True,True
O00571,O75116,1.6503,41.95,41.95,4.0064,0.6153,2.416,9.4687,0.0,2365.7,2365.7,True,True
O14653,O60749,18.59,2.60197,18.59,1.0145,0.0,2.013,9.4687,5.86,2106.51,2106.51,True,True
O14733,O00206,4.5731,4.0871,4.5731,1.7092,0.6153,1.5978,1.1757,105.17,950.17,950.17,True,True
O00273,O15205,38.0863,4.96,38.0863,20.9141,0.0,2.013,1.1757,0.0,1885.16,1885.16,True,True
O15164,O14980,10.255,0.0,10.255,4.2492,0.6153,1.5978,18.4426,0.0,790.086,790.086,True,True
O43426,O15205,4.5712,3.51,4.5712,20.9141,0.6153,2.013,1.1757,24.11,3356.56,3356.56,True,True
A6NI73,O00187,15.2533,3.52956,15.2533,1.3730000000000002,0.0,2.013,2.7714,10.8,1261.83,1261.83,True,True
O00482,O00308,1.4802,9.47493,9.47493,0.0,0.0,2.416,2.7714,24.11,1529.57,1529.57,True,True
A6NJL1,A6NJL1,87.8085,0.0,87.8085,0.0,5.5574,2.013,0.0,0.0,982.318,982.318,True,True
O43365,O60902,444.564,10.1814,444.564,0.0,0.6153,1.5978,2.7714,5.86,7098.07,7098.07,True,True
O14757,O14757,253.71599999999998,7.40526,253.71599999999998,2.4090000000000003,158.12,0.0,0.0,0.0,96643.6,96643.6,True,True
O43364,O14543,1.8315,20.6262,20.6262,2.3254,0.0,1.5978,1.1757,10.8,973.105,973.105,True,True
O15397,O14980,12.2069,0.0,12.2069,4.2492,0.0,2.013,45.2798,0.0,4727.82,4727.82,True,True
A8K8V0,A6NJL1,99.2027,0.0,99.2027,0.0,5.052,2.416,1.1757,0.0,1423.57,1423.57,True,True
O14649,O15405,99.2027,0.0,99.2027,1.7951,0.0,2.416,1.5818,0.0,680.551,680.551,True,True
O43283,O60733,99.2027,0.0,99.2027,1.5513,0.6153,2.416,2.7714,0.0,634.019,634.019,True,True
A6NKC9,O14492,99.2027,16.7751,99.2027,1.7951,0.0,2.416,2.1077,0.0,906.813,906.813,True,True
O43143,O75530,2.4032,3.84,3.84,2.0764,0.6153,2.416,45.2798,0.0,536.6990000000001,514061.0,True,True
A6NK53,A8K8V0,169.09799999999998,0.0,169.09799999999998,0.0,5.5574,2.416,1.1757,0.89,2375.71,2375.71,True,True
O00478,O00635,30.3442,0.0,30.3442,0.0,0.0,2.416,9.4687,0.0,694.165,694.165,True,True
O00291,O60896,18.59,0.0,18.59,0.9127,0.0,2.416,1.5818,24.11,1563.34,1563.34,True,True
O00410,O60518,25.2364,10.1142,25.2364,2.0764,9.7902,2.416,9.4687,2.07,24293.4,24293.4,True,True
O15169,O14964,11.9953,84.9753,84.9753,3.5815,0.0,2.416,18.4426,5.86,79464.7,79464.7,True,True
A8K8V0,A8MQ14,130.17,0.0,130.17,0.0,5.5574,2.416,1.5818,0.0,2764.59,2764.59,True,True
O15151,O60502,1.8315,6.56,6.56,1.2535,0.0,2.416,18.4426,10.8,3957.05,3957.05,True,True
O00471,O00629,2.0697,161.514,161.514,0.0,0.0,2.416,45.2798,2.07,36574.8,36574.8,True,True
O14920,O14543,4.5731,14.0845,14.0845,3.1239999999999997,0.6153,2.416,2.1077,5.86,807.872,807.872,True,True
O00487,O15205,12.2069,0.0,12.2069,15.8699,0.6153,0.993,1.1757,5.86,815.4739999999999,815.4739999999999,True,True
O14640,O43815,3.1848,5.24327,5.24327,0.0,0.0,2.416,2.7714,69.61,2443.82,2443.82,True,True
O43164,O14933,45.9762,5.00777,45.9762,1.7951,0.6153,0.0,1.1757,0.0,59.7042,276170.0,True,True
O14733,O00506,99.2027,6.024830000000001,99.2027,4.2492,0.6153,2.013,5.6875,2.07,6146.86,6146.86,True,True
O14796,O43294,6.0007,0.0,6.0007,1.7092,0.0,2.013,1.1757,0.0,24.2737,2488.93,True,True
O43143,O14980,1.8531,2.59,2.59,4.2492,0.0,2.013,38.174,0.0,845.704,845.704,True,True
A6NJW9,O15205,99.2027,0.0,99.2027,20.9141,0.0,2.013,0.4364,0.0,1822.6,1822.6,True,True
O00187,O15350,9.0305,3.52956,9.0305,2.0764,0.0,2.416,5.6875,5.86,1509.87,1509.87,True,True
O15120,O14492,2.4032,13.0046,13.0046,0.0,0.0,2.416,3.9008,24.11,2954.91,2954.91,True,True
O14649,O43526,253.71599999999998,0.0,253.71599999999998,0.9127,0.0,2.013,5.6875,10.8,28632.9,28632.9,True,True
O00629,O15042,25.2364,9.75,25.2364,1.0145,0.0,2.416,18.4426,0.0,1140.77,1140.77,True,True
O43143,O14530,4.803999999999999,2.59,4.803999999999999,2.3254,0.6153,2.416,45.2798,0.0,751.95,751.95,True,True
O14627,O60663,130.17,0.0,130.17,0.9127,0.0,2.416,5.6875,10.8,17631.2,17631.2,True,True
O14490,O00560,0.0,57.2019,57.2019,1.7092,0.0,2.013,1.1757,5.86,1355.94,1355.94,True,True
O15372,O14980,0.9682,0.0,0.9682,3.5815,0.0,2.013,18.4426,0.0,128.735,123305.0,True,True
O14640,O75385,2.4771,6.4477199999999995,6.4477199999999995,0.9127,0.0,2.416,5.6875,24.11,1949.62,1949.62,True,True
O00506,O75385,99.2027,9.966000000000001,99.2027,4.2492,0.6153,2.416,2.7714,2.07,3594.88,3594.88,True,True
B2RXH4,O43829,826.188,0.0,826.188,0.9127,0.0,2.013,0.8888,0.0,1349.13,1349.13,True,True
O43390,O15042,25.2364,3.84,25.2364,3.5815,0.0,2.416,45.2798,2.07,20467.5,20467.5,True,True
O00238,O15528,1.6503,4.35487,4.35487,0.0,0.6153,2.416,1.5818,69.61,712.824,712.824,True,True
A6ND91,O00764,8.576,2.59,8.576,0.0,0.0,1.5978,2.7714,105.17,3993.91,3993.91,True,True
O15085,O43663,8.0633,5.24327,8.0633,0.9127,0.0,2.416,1.1757,69.61,1455.14,1455.14,True,True
O00425,O00425,260.209,3.84,260.209,0.0,3.1392,2.416,0.0,0.0,1973.5,1973.5,True,True
O00629,O15131,199.672,12.7524,199.672,1.0145,0.6153,2.416,5.6875,181.01,310011.0,310011.0,True,True
O15117,O15357,43.0172,161.514,161.514,3.7695,0.0,2.416,1.1757,0.89,1539.14,1539.14,True,True
O15169,O14976,7.7952,7.40526,7.7952,2.3254,0.6153,2.416,5.6875,2.07,317.249,1467480.0,True,True
O14920,O75376,2.0697,7.3468800000000005,7.3468800000000005,3.8142,3.1392,2.416,5.6875,5.86,7083.39,7083.39,True,True
O00716,O43390,11.1057,0.0,11.1057,4.0064,0.0,2.416,5.6875,0.0,611.39,611.39,True,True
O15211,O00212,30.3442,4.94562,30.3442,1.7951,0.6153,1.5978,1.5818,10.8,914.8480000000001,914.8480000000001,True,True
O00442,O60264,25.2364,0.0,25.2364,0.5125,0.0,2.013,45.2798,0.0,1178.88,1178.88,True,True
O00629,O14980,5.4412,3.52956,5.4412,3.5815,0.6153,2.013,18.4426,5.86,2608.62,2608.62,True,True
A8MPY1,O14594,33.1143,2.59,33.1143,0.0,0.0,2.416,2.7714,5.86,1299.3,1299.3,True,True
C9JTQ0,H3BUK9,1652.32,0.0,1652.32,1.3730000000000002,0.0,1.5978,0.4364,0.0,1581.88,1581.88,True,True
O15085,A8MTJ3,444.564,7.40526,444.564,0.9127,0.6153,2.416,1.5818,0.89,849.1560000000001,849.1560000000001,True,True
O43324,O60934,2.0611,2.30883,2.30883,2.3254,0.0,2.416,9.4687,69.61,8549.65,8549.65,True,True
O00213,O60291,1.7387,29.1985,29.1985,0.9127,0.0,2.416,2.1077,0.89,120.777,115683.0,True,True
A6NJZ3,O60412,45.9762,0.0,45.9762,0.7707,5.2693,2.416,2.1077,5.86,5571.53,5571.53,True,True
A6QL63,O14974,299.41900000000004,2.59,299.41900000000004,0.0,0.6153,2.416,1.5818,0.0,704.069,704.069,True,True
O00327,O00629,1.6221,9.379,9.379,1.2535,0.0,2.416,5.6875,10.8,1744.71,1744.71,True,True
O43143,O00566,0.0,3.66,3.66,0.0,0.6153,2.013,45.2798,5.86,1202.86,1202.86,True,True
O14965,O14492,6.0007,20.6892,20.6892,3.7695,0.6153,2.013,1.1757,5.86,665.5060000000001,665.5060000000001,True,True
O14908,O15151,2.3512,5.24327,5.24327,1.2535,0.0,2.013,0.6688,105.17,930.59,930.59,True,True
O15143,O15020,4.5731,2.60197,4.5731,0.0,0.6153,2.416,1.5818,69.61,748.545,748.545,True,True
O14757,O14543,5.4987,23.2116,23.2116,3.1239999999999997,0.6153,2.013,0.7962,10.8,772.312,772.312,True,True
O43313,O14771,99.2027,3.84,99.2027,0.0,0.0,2.416,2.7714,0.0,664.232,664.232,True,True
A6NGH8,A6NIX2,253.71599999999998,0.0,253.71599999999998,0.0,0.0,2.013,1.1757,0.0,600.466,600.466,True,True
O14966,O43166,253.71599999999998,5.24327,253.71599999999998,0.5125,0.0,2.013,1.5818,5.86,2426.25,2426.25,True,True
O15439,O15440,253.71599999999998,0.0,253.71599999999998,0.5125,0.6153,2.416,2.1077,2.07,843.345,843.345,True,True
O14543,O75386,4.803999999999999,16.7751,16.7751,2.0764,0.0,2.416,1.5818,10.8,1437.63,1437.63,True,True
O00160,O00401,3.8101,2.59,3.8101,0.5125,114.524,2.416,3.9008,0.0,2107.55,2107.55,True,True
O15440,O14512,1.4599,20.686,20.686,0.0,0.0,2.416,2.1077,10.8,1137.64,1137.64,True,True
O00410,O60749,18.59,2.60197,18.59,2.0764,0.0,2.416,9.4687,5.86,5174.58,5174.58,True,True
O00499,O43581,2.3512,9.73115,9.73115,2.3254,0.0,2.013,3.9008,10.8,1919.04,1919.04,True,True
A6NNA5,A6NHT5,253.71599999999998,0.0,253.71599999999998,3.7904,0.0,2.013,5.6875,0.0,11010.3,11010.3,True,True
O14640,O43615,1.2265,5.4591199999999995,5.4591199999999995,0.0,0.0,2.013,9.4687,10.8,1123.78,1123.78,True,True
O14647,O75376,2.6756,7.3468800000000005,7.3468800000000005,3.5815,5.2693,2.416,18.4426,5.86,36202.4,36202.4,True,True
O43150,A8MT82,131.69299999999998,7.40526,131.69299999999998,1.7951,0.0,2.416,0.0,69.61,39757.6,39757.6,True,True
O15372,O60841,2.4771,41.95,41.95,0.5125,0.0,2.013,18.4426,69.61,55560.1,55560.1,True,True
O15067,O43765,3.1848,5.22,5.22,15.8699,0.6153,1.5978,3.9008,0.0,317.693,304293.0,True,True
O00560,O60493,7.644,0.0,7.644,1.7092,0.0,2.013,45.2798,0.0,1190.86,1190.86,True,True
O00555,O43166,1.8315,3.84,3.84,0.0,0.0,2.416,1.5818,69.61,1021.53,1021.53,True,True
O14964,O15205,66.1952,84.52,84.52,19.2898,0.6153,1.5978,0.6915,0.0,1108.38,1108.38,True,True
O14627,A8MTQ0,253.71599999999998,0.0,253.71599999999998,2.4183,0.0,2.013,0.4364,10.8,5821.17,5821.17,True,True
O15259,O15198,2.3512,17.86,17.86,2.4090000000000003,0.0,2.013,1.5818,5.86,802.807,802.807,True,True
O14640,O00233,30.3442,6.7087,30.3442,1.7951,0.0,2.013,2.1077,10.8,2495.98,2495.98,True,True
O00585,O15117,34.0309,5.22,34.0309,3.7695,0.0,2.416,2.7714,2.07,1777.97,1777.97,True,True
O00291,O15357,2.5395,14.0438,14.0438,2.4090000000000003,0.0,2.416,3.9008,5.86,1868.4,1868.4,True,True
O14964,O75478,5.3229999999999995,8.950239999999999,8.950239999999999,4.2492,0.0,2.013,1.5818,0.4,48.4392,224062.0,True,True
O15151,O15151,444.564,9.47493,444.564,1.2535,3.1392,2.416,0.0,0.0,4226.44,19550000.0,True,True
A6NM28,A8MQ14,130.17,0.0,130.17,0.0,5.5574,2.416,0.8888,0.0,1553.4,1553.4,True,True
O15197,O75385,99.2027,5.705430000000001,99.2027,0.9127,0.6153,2.416,2.7714,5.86,2185.91,2185.91,True,True
O00468,O75581,130.17,0.0,130.17,0.0,0.0,2.416,1.5818,5.86,2915.13,2915.13,True,True
O00555,A6NHT5,12.2069,0.0,12.2069,2.3254,0.0,2.013,3.9008,69.61,15515.7,15515.7,True,True
O14617,O75030,0.0,9.75,9.75,0.0,0.0,2.416,2.1077,69.61,3456.07,3456.07,True,True
O43186,O00506,99.2027,5.22,99.2027,4.0064,0.0,2.416,0.7962,0.0,764.534,764.534,True,True
O14924,O14512,25.2364,14.0438,25.2364,0.0,0.0,2.416,2.1077,10.8,1387.9,1387.9,True,True
O43167,O75123,130.17,0.0,130.17,0.0,0.6153,2.013,5.6875,0.0,916.987,916.987,True,True
O14494,O43294,1.8315,0.0,1.8315,1.0145,0.0,2.013,5.6875,69.61,1480.8,1480.8,True,True
O14965,O00444,253.71599999999998,6.024830000000001,253.71599999999998,3.1239999999999997,0.6153,2.416,38.174,10.8,485774.0,485774.0,True,True
O14521,O43674,0.0,0.0,0.0,0.0,0.0,2.013,45.2798,24.11,2197.58,2197.58,True,True
O15264,O14492,4.5731,15.8041,15.8041,3.7695,0.6153,2.416,1.5818,10.8,1512.91,1512.91,True,True
O14818,O00233,1.9487,0.0,1.9487,3.1239999999999997,0.6153,1.5978,18.4426,24.11,2661.24,2661.24,True,True
O00571,O60870,1.8315,5.24327,5.24327,3.8142,0.0,2.013,2.7714,5.86,653.802,653.802,True,True
O14649,O14543,1.8315,23.2116,23.2116,2.4090000000000003,0.0,2.013,1.5818,10.8,1922.92,1922.92,True,True
A8MTJ3,O43566,997.34,0.0,997.34,1.7951,5.2693,2.416,1.1757,0.89,23848.9,23848.9,True,True
O00499,O15397,5.3229999999999995,42.1689,42.1689,0.0,0.6153,2.013,1.5818,0.4,33.0472,152864.0,True,True
O43364,O43711,130.17,10.1814,130.17,0.5125,0.0,0.0,2.1077,69.61,9787.81,9787.81,True,True
O14931,O14939,2.8001,0.0,2.8001,1.2535,0.0,2.013,1.5818,69.61,777.9739999999999,777.9739999999999,True,True
O15294,O60749,25.2364,0.0,25.2364,1.2535,0.0,2.013,9.4687,0.0,602.956,602.956,True,True
O00311,O60216,3.3567,6.0991,6.0991,4.2492,3.1392,2.416,5.6875,5.86,6551.0,6551.0,True,True
O14628,O14978,130.17,0.0,130.17,0.0,5.2693,1.5978,2.7714,0.89,2703.19,2703.19,True,True
O14641,O00592,0.0,25.3246,25.3246,0.0,0.0,2.416,1.5818,69.61,6736.94,6736.94,True,True
O15155,O60763,0.0,0.0,0.0,0.0,0.0,2.416,18.4426,10.8,481.219,460921.0,True,True
O00555,O60502,1.8315,5.43,5.43,2.3254,0.6153,2.416,1.1757,69.61,1536.21,1536.21,True,True
O15131,O14980,8.8185,3.52956,8.8185,3.5815,9.7902,2.013,18.4426,5.86,67269.0,67269.0,True,True
O15265,O14512,0.0,8.854439999999999,8.854439999999999,2.3254,0.0,2.416,2.1077,5.86,614.415,614.415,True,True
O43447,O43395,4.5731,3.67486,4.5731,1.2535,0.6153,1.5978,9.4687,24.11,1286.57,1232300.0,True,True
O00144,O00755,0.0,0.0,0.0,0.0,3.1392,0.0,5.6875,10.8,192.825,347480.0,True,True
O00338,O00204,130.17,0.0,130.17,0.5125,0.6153,0.0,1.5818,10.8,701.2410000000001,701.2410000000001,True,True
O15392,O14578,3.6164,4.98492,4.98492,1.7951,0.0,2.013,45.2798,5.86,4779.61,4779.61,True,True
O00238,O14944,0.0,2.89459,2.89459,0.9127,0.0,2.416,1.1757,181.01,1358.35,1358.35,True,True
O00629,A6NI28,99.2027,0.0,99.2027,0.0,0.0,2.416,5.6875,0.0,1363.14,1363.14,True,True
O43255,O14543,8.14,23.2116,23.2116,2.4090000000000003,0.0,1.5978,2.1077,5.86,1103.5,1103.5,True,True
O43306,O15357,1.6435,20.6892,20.6892,0.0,0.0,2.416,9.4687,10.8,5111.58,5111.58,True,True
O00303,O15372,253.71599999999998,3.84,253.71599999999998,2.0764,9.2808,2.416,45.2798,24.11,12895700.0,59650900000.0,True,True
O14764,O14594,33.1143,3.51,33.1143,0.0,0.0,2.416,9.4687,5.86,4439.16,4439.16,True,True
A6NDL8,O60412,18.4132,0.0,18.4132,0.7707,5.2693,2.416,1.5818,5.86,1674.61,1674.61,True,True
O15205,A6NLU5,66.1952,0.0,66.1952,20.9141,0.0,2.013,1.1757,0.0,3276.47,3276.47,True,True
O00238,O43639,22.5605,16.8771,22.5605,2.4090000000000003,0.6153,2.416,2.7714,5.86,1312.1,1312.1,True,True
O15020,O15205,45.9762,3.51,45.9762,19.2898,0.6153,1.5978,1.1757,0.0,1025.1,1025.1,True,True
O15144,O00175,1.8315,0.0,1.8315,2.3588,0.0,0.993,1.1757,181.01,912.949,912.949,True,True
O15197,O43639,11.1057,15.8041,15.8041,2.3588,0.6153,2.416,2.1077,5.86,684.465,684.465,True,True
O00178,O14964,5.3229999999999995,62.31,62.31,4.2492,0.0,2.013,18.4426,0.0,9829.49,9829.49,True,True
O00303,O00487,253.71599999999998,0.0,253.71599999999998,2.0764,0.6153,1.5978,18.4426,0.4,3820.77,3820.77,True,True
O15347,O00560,1.8315,0.0,1.8315,1.0145,0.0,2.416,3.9008,0.0,17.5109,80999.1,True,True
O14672,O43143,3.2502,0.0,3.2502,2.0764,0.0,2.013,45.2798,0.0,615.133,615.133,True,True
O00238,O60890,10.255,5.705430000000001,10.255,2.0764,0.6153,2.416,2.7714,24.11,2115.08,2115.08,True,True
O15126,O15127,0.0,0.0,0.0,0.0,0.6153,2.416,2.7714,24.11,99.33,459465.0,True,True
O15075,O75116,253.71599999999998,7.132289999999999,253.71599999999998,0.5125,0.6153,2.416,2.7714,2.07,1108.91,1108.91,True,True
A6NGY5,A6NIJ9,6495.16,0.0,6495.16,1.1877,0.6153,2.416,0.4364,0.0,5004.55,5004.55,True,True
O15520,O15350,3.109,0.0,3.109,2.3254,0.0,2.416,2.1077,105.17,3871.83,3871.83,True,True
O15530,O43182,1.8315,10.3763,10.3763,1.7812,0.0,2.013,2.1077,105.17,8247.07,8247.07,True,True
O43307,O14492,43.0172,20.686,43.0172,0.9127,0.0,2.416,0.8888,10.8,910.5310000000001,910.5310000000001,True,True
O15123,A6NHT5,4.5731,0.0,4.5731,0.0,0.0,2.013,1.1757,105.17,1138.26,1138.26,True,True
O00471,O60684,2.9486,161.514,161.514,0.0,0.0,2.416,18.4426,2.07,14897.0,14897.0,True,True
O15151,O00762,66.1952,7.370360000000001,66.1952,1.7092,0.6153,1.1933,1.1757,10.8,1054.81,1054.81,True,True
O00541,O43395,1.02,14.2424,14.2424,0.5125,0.0,2.416,18.4426,2.07,673.235,673.235,True,True
A6NMU1,A6NIJ9,151.664,0.0,151.664,1.1877,0.6153,2.416,0.4364,5.86,684.788,684.788,True,True
O00187,O75095,151.406,0.0,151.406,0.0,0.6153,2.416,2.7714,0.0,623.774,623.774,True,True
O43182,O00560,1.1641,25.3246,25.3246,0.5125,0.0,2.416,2.1077,10.8,713.783,713.783,True,True
O43150,O43639,260.209,84.9753,260.209,3.7695,3.1392,2.416,2.7714,2.07,42676.7,40876600.0,True,True
O43187,O14543,5.4987,14.0867,14.0867,3.1239999999999997,0.6153,2.416,5.6875,24.11,8970.63,8970.63,True,True
O14561,O43674,0.0,0.0,0.0,0.0,3.1392,2.416,38.174,69.61,20153.7,20153.7,True,True
O14879,O15550,468.913,5.43,468.913,1.3730000000000002,0.0,2.416,1.5818,0.0,2460.43,2460.43,True,True
O00487,O00487,997.34,0.0,997.34,1.0145,400.835,0.0,0.0,0.0,405566.0,405566.0,True,True
O43248,O15266,130.17,0.0,130.17,0.0,0.6153,2.416,2.7714,5.86,3142.62,3142.62,True,True
O00238,O15021,99.2027,17.0119,99.2027,2.4090000000000003,0.6153,2.416,2.7714,2.07,2038.04,2038.04,True,True
O14543,O14980,1.2142,20.686,20.686,3.8142,0.0,1.1933,3.9008,2.07,760.245,760.245,True,True
O00555,O14640,9.7337,6.3222,9.7337,0.0,0.0,2.416,3.9008,181.01,16604.7,16604.7,True,True
O00291,O00401,2.9486,3.84,3.84,1.2535,9.7902,2.416,9.4687,0.0,1078.04,1078.04,True,True
D3W0D1,D3W0D1,468.913,0.0,468.913,0.5125,0.6153,0.0,0.0,0.0,147.868,58604.4,True,True
B1AK53,O60733,1652.32,0.0,1652.32,1.3730000000000002,0.6153,2.416,2.1077,0.17,1208.39,1208.39,True,True
O14646,O43776,4.5731,3.51,4.5731,0.0,9.2808,2.013,9.4687,0.0,808.966,808.966,True,True
O15105,O00762,2.3512,0.0,2.3512,2.4090000000000003,13.3811,1.5978,1.1757,24.11,3432.69,3432.69,True,True
A6NI72,O14939,11.9953,22.0744,22.0744,1.2535,0.0,2.416,1.5818,69.61,7360.94,7360.94,True,True
A6NFQ7,O15522,253.71599999999998,0.0,253.71599999999998,2.4183,0.0,2.013,1.5818,0.89,1738.78,1738.78,True,True
O14640,O75581,9.2908,5.24327,9.2908,0.0,3.1392,2.416,1.1757,24.11,1997.39,1997.39,True,True
O43181,O15342,0.0,0.0,0.0,0.0,0.0,2.013,18.4426,24.11,895.0830000000001,895.0830000000001,True,True
O14640,O15350,6.9797,5.24327,6.9797,0.9127,0.6153,2.416,2.7714,24.11,632.769,632.769,True,True
O00505,O15151,1.6809,8.68272,8.68272,0.0,0.0,2.013,2.7714,2.07,100.27,463813.0,True,True
A6NK53,O75123,130.17,0.0,130.17,0.0,5.5574,0.0,2.1077,0.4,609.89,609.89,True,True
O00555,O14649,84.9724,0.0,84.9724,2.3254,0.0,2.416,9.4687,10.8,48818.7,48818.7,True,True
O00499,O43426,4.5731,21.035,21.035,2.4090000000000003,9.7902,2.416,2.1077,181.01,457277.0,824036000.0,True,True
O43323,O60939,66.1952,0.0,66.1952,0.0,0.0,2.416,9.4687,5.86,8873.84,8873.84,True,True
O00213,O15357,3.6864,34.8281,34.8281,2.4090000000000003,0.0,2.416,2.7714,5.86,3292.0,3292.0,True,True
O14939,O14980,2.4032,0.0,2.4032,3.8142,0.0,1.5978,2.7714,0.0,40.5896,38877.5,True,True
O15067,O14978,30.3442,3.51,30.3442,15.8699,0.0,1.5978,2.7714,0.0,2132.41,2132.41,True,True
O15347,O00410,25.2364,0.0,25.2364,2.3254,0.0,2.013,5.6875,0.0,671.878,671.878,True,True
O00327,O60684,1.2265,9.379,9.379,0.9127,0.0,2.416,3.9008,10.8,871.2819999999999,871.2819999999999,True,True
O00571,O15357,4.5712,34.1624,34.1624,3.8142,0.6153,2.416,1.1757,0.17,38.7152,37082.2,True,True
B4E2M5,A6NI47,1652.32,0.0,1652.32,1.5513,0.0,1.1933,0.4364,0.0,1334.83,1334.83,True,True
O43293,O00459,5.4987,19.1399,19.1399,3.1239999999999997,0.6153,2.416,5.6875,2.07,1046.47,1046.47,True,True
O00148,O43791,1.8315,20.9024,20.9024,0.5125,0.0,2.013,5.6875,5.86,718.709,718.709,True,True
O14757,O15067,4.803999999999999,3.84,4.803999999999999,21.3884,0.6153,1.5978,9.4687,0.0,956.4910000000001,956.4910000000001,True,True
O15119,O15273,1.6503,0.0,1.6503,0.0,0.0,2.416,2.7714,69.61,769.185,769.185,True,True
O43255,O14562,66.1952,0.0,66.1952,1.2535,0.0,2.013,5.6875,0.0,949.9830000000001,949.9830000000001,True,True
O43252,O00204,9.2908,3.67486,9.2908,0.0,0.0,2.013,0.7962,181.01,2695.39,2695.39,True,True
O14757,O43542,1.8315,6.59807,6.59807,2.0764,9.7902,2.416,9.4687,10.8,33138.3,33138.3,True,True
O15131,O00410,6.9915,5.89945,6.9915,0.5125,9.7902,2.416,5.6875,181.01,87252.3,83572000.0,True,True
O00238,O14578,38.5167,8.3796,38.5167,2.4090000000000003,0.6153,2.416,2.1077,2.07,601.795,601.795,True,True
O15117,O00629,4.5731,8.68272,8.68272,1.2535,0.0,2.013,2.7714,181.01,10990.7,10990.7,True,True
O15520,O15111,2.4771,4.85617,4.85617,2.0764,0.0,2.416,0.7126,69.61,1208.42,1208.42,True,True
A6NI72,O00206,7.7952,8.26233,8.26233,1.2535,0.0,2.416,0.4364,105.17,1148.42,1148.42,True,True
O14908,O14980,2.5395,9.47493,9.47493,4.0064,0.0,2.013,2.7714,5.86,1241.0,1241.0,True,True
